0.000000000000000000e+00,1.096718279183405143e+00,2.300584664488111386e+01
5.000000000000000000e+00,2.264447589185571097e+00,5.265403155854780692e+01
1.000000000000000000e+01,2.285697739488775859e+00,5.311079349030284646e+01
1.500000000000000000e+01,2.368191356224534694e+00,5.488395477151987478e+01
2.000000000000000000e+01,2.396850094119362229e+00,5.540440868911312577e+01
2.500000000000000000e+01,2.418661064076126355e+00,5.578362534747595447e+01
3.000000000000000000e+01,2.497016265533103851e+00,5.714594888103554382e+01
3.500000000000000000e+01,2.559688395744348366e+00,5.823559853156919530e+01
4.000000000000000000e+01,2.515535365530654044e+00,5.746793140775852748e+01
4.500000000000000000e+01,2.523131260676787946e+00,5.759999751854137173e+01
5.000000000000000000e+01,2.593384163166573497e+00,5.882145034596154431e+01
5.500000000000000000e+01,2.596075494122711547e+00,5.886824319991339394e+01
6.000000000000000000e+01,2.474609200109529006e+00,5.675636820257469850e+01
6.500000000000000000e+01,2.683111257015685425e+00,6.033006591954077891e+01
7.000000000000000000e+01,2.626940923616388535e+00,5.940488531416726659e+01
7.500000000000000000e+01,2.694216591981924758e+00,6.049712112588661483e+01
8.000000000000000000e+01,2.570417169806459956e+00,5.842213447454783193e+01
8.500000000000000000e+01,2.568251806206775179e+00,5.838448635756630267e+01
9.000000000000000000e+01,2.708270976778427652e+00,6.070853826543090292e+01
9.500000000000000000e+01,2.614827874186197221e+00,5.919428165295428812e+01
1.000000000000000000e+02,2.574064894853781649e+00,5.848555568441670971e+01
1.050000000000000000e+02,2.545475596300388332e+00,5.798848754467574196e+01
1.100000000000000000e+02,2.631748614295834621e+00,5.948847427868904703e+01
1.150000000000000000e+02,2.553150033241597505e+00,5.812191922320405268e+01
1.200000000000000000e+02,2.490120395598887981e+00,5.702605376595622033e+01
1.250000000000000000e+02,2.507111956514105788e+00,5.732147771837145456e+01
1.300000000000000000e+02,2.441536347102042814e+00,5.618134669620037158e+01
1.350000000000000000e+02,2.422496369430163554e+00,5.585030792431880542e+01
1.400000000000000000e+02,2.400506929436541093e+00,5.546798829478461812e+01
1.450000000000000000e+02,2.379620430955443844e+00,5.510484496944866351e+01
1.500000000000000000e+02,2.294071815756029586e+00,5.329079029963919822e+01
1.550000000000000000e+02,2.343019765286534550e+00,5.434290332773527865e+01
1.600000000000000000e+02,1.952464216359079296e+00,4.534255371244385202e+01
1.650000000000000000e+02,2.793363987012851268e-01,1.699297991878968794e+00
1.700000000000000000e+02,7.637000203641317042e-02,0.000000000000000000e+00
